ID,year,month,tifPath
ID_533018_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_533018_2024_01.tif
ID_877892_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_877892_2024_01.tif
ID_695298_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_695298_2024_01.tif
ID_235939_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_235939_2024_01.tif
ID_586836_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_586836_2024_01.tif
ID_456187_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_456187_2024_01.tif
ID_896842_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_896842_2024_01.tif
ID_882551_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_882551_2024_01.tif
ID_967838_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_967838_2024_01.tif
ID_676417_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_676417_2024_01.tif
ID_737512_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_737512_2024_01.tif
ID_207117_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_207117_2024_01.tif
ID_719275_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_719275_2024_01.tif
ID_915090_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_915090_2024_01.tif
ID_661799_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_661799_2024_01.tif
ID_792960_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_792960_2024_01.tif
ID_603723_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_603723_2024_01.tif
ID_919344_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_919344_2024_01.tif
ID_865191_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_865191_2024_01.tif
ID_565522_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_565522_2024_01.tif
ID_241968_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_241968_2024_01.tif
ID_382462_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_382462_2024_01.tif
ID_280592_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_280592_2024_01.tif
ID_161751_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_161751_2024_01.tif
ID_813099_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_813099_2024_01.tif
ID_623409_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_623409_2024_01.tif
ID_417526_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_417526_2024_01.tif
ID_818370_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_818370_2024_01.tif
ID_575155_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_575155_2024_01.tif
ID_906513_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_906513_2024_01.tif
ID_169245_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_169245_2024_01.tif
ID_150354_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_150354_2024_01.tif
ID_928227_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_928227_2024_01.tif
ID_214113_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_214113_2024_01.tif
ID_080075_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_080075_2024_01.tif
ID_488247_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_488247_2024_01.tif
ID_713962_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_713962_2024_01.tif
ID_670593_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_670593_2024_01.tif
ID_019141_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_019141_2024_01.tif
ID_159914_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_159914_2024_01.tif
ID_721602_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_721602_2024_01.tif
ID_870878_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_870878_2024_01.tif
ID_416894_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_416894_2024_01.tif
ID_282817_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_282817_2024_01.tif
ID_537643_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_537643_2024_01.tif
ID_726498_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_726498_2024_01.tif
ID_413414_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_413414_2024_01.tif
ID_051942_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_051942_2024_01.tif
ID_327255_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_327255_2024_01.tif
ID_651303_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_651303_2024_01.tif
ID_635164_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_635164_2024_01.tif
ID_885226_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_885226_2024_01.tif
ID_590195_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_590195_2024_01.tif
ID_447238_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_447238_2024_01.tif
ID_485148_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_485148_2024_01.tif
ID_384785_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_384785_2024_01.tif
ID_351187_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_351187_2024_01.tif
ID_206809_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_206809_2024_01.tif
ID_712917_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_712917_2024_01.tif
ID_733641_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_733641_2024_01.tif
ID_441742_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_441742_2024_01.tif
ID_101493_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_101493_2024_01.tif
ID_806065_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_806065_2024_01.tif
ID_759428_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_759428_2024_01.tif
ID_930280_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_930280_2024_01.tif
ID_953339_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_953339_2024_01.tif
ID_415689_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_415689_2024_01.tif
ID_423437_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_423437_2024_01.tif
ID_700426_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_700426_2024_01.tif
ID_817267_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_817267_2024_01.tif
ID_828467_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_828467_2024_01.tif
ID_955655_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_955655_2024_01.tif
ID_909791_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_909791_2024_01.tif
ID_782117_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_782117_2024_01.tif
ID_718308_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_718308_2024_01.tif
ID_477534_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_477534_2024_01.tif
ID_534381_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_534381_2024_01.tif
ID_801836_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_801836_2024_01.tif
ID_270483_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_270483_2024_01.tif
ID_519246_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_519246_2024_01.tif
ID_808168_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_808168_2024_01.tif
ID_618305_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_618305_2024_01.tif
ID_898876_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_898876_2024_01.tif
ID_800360_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_800360_2024_01.tif
ID_473286_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_473286_2024_01.tif
ID_183766_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_183766_2024_01.tif
ID_576477_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_576477_2024_01.tif
ID_581641_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_581641_2024_01.tif
ID_407489_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_407489_2024_01.tif
ID_851167_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_851167_2024_01.tif
ID_286435_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_286435_2024_01.tif
ID_959531_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_959531_2024_01.tif
ID_337715_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_337715_2024_01.tif
ID_063699_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_063699_2024_01.tif
ID_668952_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_668952_2024_01.tif
ID_419777_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_419777_2024_01.tif
ID_046027_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_046027_2024_01.tif
ID_362395_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_362395_2024_01.tif
ID_210734_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_210734_2024_01.tif
ID_667215_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_667215_2024_01.tif
ID_586864_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_586864_2024_01.tif
ID_105860_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_105860_2024_01.tif
ID_482135_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_482135_2024_01.tif
ID_802750_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_802750_2024_01.tif
ID_840740_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_840740_2024_01.tif
ID_675880_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_675880_2024_01.tif
ID_485429_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_485429_2024_01.tif
ID_992245_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_992245_2024_01.tif
ID_706127_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_706127_2024_01.tif
ID_611405_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_611405_2024_01.tif
ID_029679_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_029679_2024_01.tif
ID_599708_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_599708_2024_01.tif
ID_380937_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_380937_2024_01.tif
ID_583113_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_583113_2024_01.tif
ID_039466_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_039466_2024_01.tif
ID_086077_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_086077_2024_01.tif
ID_458781_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_458781_2024_01.tif
ID_978814_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_978814_2024_01.tif
ID_893743_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_893743_2024_01.tif
ID_783466_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_783466_2024_01.tif
ID_046063_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_046063_2024_01.tif
ID_539243_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_539243_2024_01.tif
ID_245306_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_245306_2024_01.tif
ID_615930_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_615930_2024_01.tif
ID_628578_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_628578_2024_01.tif
ID_043624_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_043624_2024_01.tif
ID_116131_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_116131_2024_01.tif
ID_094825_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_094825_2024_01.tif
ID_873895_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_873895_2024_01.tif
ID_553712_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_553712_2024_01.tif
ID_032593_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_032593_2024_01.tif
ID_034755_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_034755_2024_01.tif
ID_299065_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_299065_2024_01.tif
ID_010554_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_010554_2024_01.tif
ID_173610_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_173610_2024_01.tif
ID_208874_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_208874_2024_01.tif
ID_885113_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_885113_2024_01.tif
ID_004157_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_004157_2024_01.tif
ID_752139_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_752139_2024_01.tif
ID_418777_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_418777_2024_01.tif
ID_264841_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_264841_2024_01.tif
ID_171375_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_171375_2024_01.tif
ID_767025_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_767025_2024_01.tif
ID_733943_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_733943_2024_01.tif
ID_302260_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_302260_2024_01.tif
ID_799920_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_799920_2024_01.tif
ID_969440_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_969440_2024_01.tif
ID_700388_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_700388_2024_01.tif
ID_735549_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_735549_2024_01.tif
ID_912931_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_912931_2024_01.tif
ID_724268_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_724268_2024_01.tif
ID_058797_Jan,2024,Jan,/content/drive/MyDrive/test_s2_images_new_final_/s2_Unknown_ID_058797_2024_01.tif
